240,-1836,15616,289,249,437
40,-1752,15928,318,367,400
-96,-1688,16024,316,249,313
124,-1760,16036,286,36,280
116,-1688,16052,247,90,187
192,-1764,15964,205,246,170
192,-1788,15944,149,348,107
32,-1856,16128,100,298,88
112,-1832,16240,100,326,21
208,-1688,16028,127,346,7
244,-1688,16008,122,435,-17
260,-1808,15984,127,475,-38
180,-1940,15940,93,546,-34
152,-1984,15852,45,567,-9
168,-1948,16048,25,568,-48
144,-1692,15908,35,511,-119
152,-1692,16008,68,402,-123
60,-1740,16060,97,246,-106
40,-1816,15844,170,126,-125
32,-1676,15796,202,145,-119
72,-1632,15788,240,190,-169
80,-1976,15644,257,391,-222
72,-1752,15852,273,655,-260
-132,-1608,16208,299,576,-361
-88,-1660,16260,284,210,-434
32,-1644,16032,295,13,-449
292,-1676,15956,282,88,-483
220,-1784,15872,295,385,-482
200,-1720,15828,297,690,-509
224,-1876,15972,237,879,-610
252,-1888,15888,346,933,-636
68,-1692,16096,357,645,-561
316,-1796,15776,390,332,-528
296,-1916,15756,462,341,-401
224,-1548,15904,451,242,-299
76,-1588,15964,493,29,-189
76,-1844,15884,531,-16,-197
148,-1836,15752,584,271,-156
100,-1668,15988,603,444,-180
-64,-1660,16152,570,365,-221
100,-1560,16168,492,333,-246
60,-1572,16068,498,314,-264
28,-1524,16232,470,235,-330
-8,-1704,16132,422,236,-303
52,-1692,15916,349,253,-360
184,-1716,15864,290,323,-355
-12,-1604,15892,283,278,-331
24,-1532,16068,263,40,-274
100,-1408,16028,268,-98,-165
144,-1576,15840,259,-222,-54
180,-1560,15928,260,-206,-13
276,-1764,15744,272,65,-33
44,-1684,15920,316,406,-61
-128,-1796,16016,334,580,-167
-240,-1800,16092,333,590,-335
-188,-1892,16192,294,629,-514
-144,-1764,16016,295,710,-654
-200,-1708,15912,302,656,-752
-124,-1652,16076,352,411,-717
164,-1356,15824,401,34,-660
304,-1428,15788,438,-258,-549
252,-1380,15596,498,-311,-338
368,-1488,15692,604,-251,-189
280,-1488,15796,710,-206,-39
76,-1456,16064,724,-461,59
72,-1476,16168,749,-758,155
136,-1680,15896,691,-835,184
657,6412,6731
2448,-3364,14888,2822,6344,5903
2540,-3480,15624,2940,5216,5483
3480,-3500,14944,2812,4447,5384
3992,-3160,14040,2958,5493,5167
4004,-2624,14424,3219,6768,4702
3752,-2532,15156,3322,6938,4603
3304,-2932,15644,3289,6275,4937
2660,-3484,16024,3346,5081,5174
2312,-3340,16236,3277,3746,5121
2364,-2916,15688,3179,3268,4930
2712,-2788,15024,3224,3931,4328
3300,-2800,14556,3351,5854,3784
3508,-2724,14352,3572,8196,3521
3128,-2660,14540,3869,10109,3409
2544,-2584,14732,4178,11265,3409
2080,-2348,14840,4352,11689,3391
1704,-2012,14824,4616,11489,3384
1304,-2136,14724,5107,10988,3382
1312,-2076,15148,5795,10093,3333
1608,-1864,15980,6400,8855,3626
1776,-2008,16732,6657,7335,4340
1584,-1932,17648,6262,5494,4913
2548,-1172,17144,6008,4073,5963
2980,-788,16236,5824,3576,7092
2600,-1060,15592,5858,3539,8037
1872,-1052,15836,6431,3514,8970
596,-864,16576,6245,2734,9190
296,-936,15856,6488,1767,9402
340,-1024,15716,6785,1073,9445
292,-848,15692,6987,385,9601
156,-532,16040,7922,-449,10240
-452,-888,16956,8012,-2214,10598
-888,-672,17504,7926,-4965,10879
-788,-172,17800,7493,-7771,11090
-640,-216,17192,7178,-9534,11337
-688,528,17744,7029,-10800,11656
-696,1760,19336,6171,-12570,12002
-172,5720,19876,4600,-14678,12694
-904,2068,19864,2916,-16828,12819
396,-1444,18796,1523,-18315,12181
960,-2060,18832,-482,-17667,11404
5184,7280,18760,-2354,-15296,12724
5068,1960,18120,-3904,-11864,12536
6592,-544,18012,-5146,-8071,13283
6116,-1100,18512,-5726,-5160,14999
5040,-48,19580,-6944,-4076,16499
5092,192,18068,-8321,-2447,17379
5212,-976,16616,-9228,846,17518
5296,-1796,15632,-10076,4669,17406
4748,-728,15012,-10690,8377,17357
3532,-852,15200,-11451,10195,16836
984,-2836,14512,-11908,10473,15577
-1868,-3308,12912,-11560,10479,11710
-3580,-4612,11188,-9222,11252,6918
-4512,-3476,11252,-6884,10612,2992
-5136,-3396,11068,-4753,8506,-1029
-4948,-3816,11224,-2421,5501,-4802
-3796,-3664,12132,132,1442,-7219
-2592,-3120,12932,2383,-2493,-8361
-780,-2332,13908,3882,-5684,-8248
764,-2664,14016,4920,-6832,-7821
2068,-3164,15248,5470,-6578,-7494
3940,-1336,16648,5058,-5439,-6813
5268,-2120,16544,3176,-3660,-5332
6084,-2868,16336,2206,-894,-4139
6296,-2804,17408,1238,1059,-2798
6588,-2100,17416,-12,1610,-1139
7092,-1984,16804,-984,1884,592
7168,-2096,16344,-1652,2183,2451
6732,-1824,15716,-2051,2888,5177
5212,-2412,16544,-2445,3186,6735
3616,-2872,16144,-2467,2728,7432
2080,-3068,16144,-2576,2060,6594
1128,-2800,15076,-2454,2275,5167
392,-3256,14616,-2019,3277,3428
-592,-3608,14620,-1528,4048,1642
-1172,-3532,15072,-1104,3882,-467
-984,-3092,15460,-789,2852,-2410
-412,-2888,15376,-712,1808,-3926
364,-3124,15068,-835,1207,-5158
1392,-3812,14712,-826,1339,-5763
2256,-3700,14484,-766,1473,-6003
3140,-2656,14580,-672,1198,-5558
3764,-2444,14728,-970,229,-4643
4612,-2736,14260,-1004,-487,-3339
5004,-3188,14084,-828,-1038,-1673
4780,-3480,14064,-405,-1712,189
4616,-3120,13904,156,-2348,1799
4232,-2632,13880,780,-2690,3392
3360,-2020,13828,1377,-2899,4512
1716,-1112,14132,1808,-3456,4792
104,-1084,14224,2233,-3673,4303
-1452,-2468,14380,2174,-3893,2677
-2084,-3780,13804,2090,-3487,186
-1248,-4044,13340,2237,-2202,-2536
424,-4188,13280,2493,38,-4857
1276,-3652,13736,2721,1376,-6047
2668,-3104,14396,3041,1646,-6631
3528,-2924,15280,3296,650,-6185
4500,-2960,15584,3502,-938,-4934
5360,-2644,15884,3700,-2548,-3216
6056,-2096,15736,3772,-3580,-976
6432,-1440,16308,3541,-4395,1310
6568,-1588,16264,3060,-4951,3491
6540,-1896,16128,2731,-4783,5539
5876,-2116,16316,2466,-4299,7485
5092,-2216,16688,2321,-4202,9054
4668,-2396,16780,2317,-4421,10092
4828,-2624,16132,2579,-3719,10701
4776,-2120,16080,3059,-2224,11163
3972,-1704,16680,3482,-755,11435
2800,-2120,17536,3646,-211,11387
2052,-1768,18092,3827,-20,10967
1532,-1488,18564,3649,-228,10491
1408,-1540,18276,3008,-109,9772
1724,-1352,17904,2469,858,8995
1776,-1128,17476,1932,2299,8275
1764,-1260,17380,1398,3679,7462
1768,-1868,17196,991,4801,6722
1804,-1964,17284,749,5668,6180
1920,-1768,17612,564,5960,5761
2112,-1564,17792,216,5571,5724
2244,-1748,17540,-161,5130,5818
2228,-1672,17196,-437,5012,6055
2220,-1684,16948,-683,5235,6256
2216,-1544,16664,-943,5669,6478
1892,-1460,16856,-1360,5590,6863
1980,-1660,16288,-1746,5341,7096
2008,-1608,15732,-1972,5244,7328
1828,-1560,15228,-1963,5203,7501
1568,-1940,14728,-1777,4978,7473
1504,-2256,14388,-1372,4714,7567
1252,-2020,14572,-710,4286,7710
1092,-2048,14992,-252,3011,7981
1304,-2484,14880,218,1919,8354
1584,-2588,15164,814,1589,8930
1716,-2216,15848,1169,1592,9701
1460,-1896,16216,1138,1760,10389
1288,-1476,16756,795,1822,11239
972,-1592,16808,253,1634,11922
892,-1732,16348,-253,1834,12335
704,-2084,15432,-422,2744,12483
-276,-2428,15040,-153,3771,12072
-1536,-2480,15452,126,4107,11206
-2408,-2412,15764,323,3698,10042
-2672,-2596,15604,462,3066,8883
-2716,-2588,15668,721,2765,7737
-2696,-2548,15624,945,2740,6601
-2596,-2408,15848,1007,2652,5629
-2508,-2196,15948,956,2339,4800
-2316,-2280,16020,810,1926,4087
-2312,-1952,16432,650,1226,3653
-2220,-1784,16736,342,44,3406
-1944,-1960,16224,37,-1117,3224
-1768,-2284,15488,17,-1671,2859
-1796,-2376,15108,135,-1848,2381
-1960,-2576,15076,302,-2033,1660
-1600,-2580,14760,556,-2097,847
-1464,-2912,14612,912,-1719,108
-1356,-3000,14916,1378,-1415,-641
-964,-2800,15400,1712,-1222,-1166
-244,-2628,15776,1656,-1148,-1425
452,-2640,15964,1455,-669,-1384
916,-2256,15700,1140,113,-1098
1040,-2196,15720,704,720,-817
932,-2080,15420,266,1223,-623
832,-1912,15208,-40,1660,-455
556,-1912,15352,-313,1263,-240
380,-2264,14956,-462,385,-91
428,-2272,14704,-394,-292,-8
308,-2356,14340,-173,-779,-59
416,-2500,14480,70,-1008,-70
564,-2184,14992,201,-1536,84
688,-1956,15160,153,-2223,289
652,-1844,15128,44,-2671,501
668,-1900,14972,-116,-2797,582
804,-2184,14772,-158,-2548,617
556,-1804,14844,-162,-2368,681
296,-1716,15132,-214,-2577,733
96,-1748,15340,-283,-3092,735
156,-1680,15324,-351,-3557,735
-112,-1616,15144,-352,-3663,602
8,-1876,15320,-211,-3261,298
168,-2220,15148,-88,-2507,-69
420,-2412,15536,-1,-1511,-415
748,-2284,15564,71,-471,-803
1000,-2264,15968,105,459,-1018
908,-2260,16500,85,765,-1072
732,-2164,17044,-124,-22,-958
1068,-2200,16828,-393,-1012,-807
1708,-2316,16064,-418,-1103,-619
1808,-2312,15872,-287,-590,-479
1680,-2408,15928,-107,-267,-284
1524,-2440,16208,105,-251,-84
1240,-2336,16280,247,-485,93
1292,-2360,16168,434,-630,243
1180,-2336,16324,730,-351,321
988,-2340,16428,959,-129,391
728,-2376,16468,1139,242,302
520,-2428,16760,1289,703,147
456,-2340,17296,1222,970,-60
424,-2032,17460,940,1056,-279
680,-2084,17564,600,1167,-430
860,-2252,17520,317,1365,-494
960,-2184,17472,74,1559,-426
832,-2204,17596,-252,1454,-351
792,-2096,17080,-533,1367,-296
684,-1988,16784,-654,1358,-228
520,-2120,16616,-726,1117,-249
616,-2364,16368,-672,912,-240
572,-2308,15944,-499,765,-210
560,-2292,15988,-360,591,-73
660,-2164,15792,-271,423,-41
544,-2240,15760,-185,320,30
512,-2192,15924,-113,172,74
412,-2300,15620,-14,89,75
264,-2228,15672,-5,49,64
224,-2216,15776,4,10,42
112,-2180,15696,-11,-38,-40
100,-2372,15484,-5,-69,-172
108,-2284,15320,73,1,-283
116,-2128,15528,105,-20,-386
120,-2176,15508,123,-255,-471
256,-2288,15400,209,-450,-555
328,-2460,15400,380,-573,-591
472,-2344,15524,423,-598,-584
556,-2276,15576,340,-581,-553
428,-2352,15556,199,-612,-547
304,-2320,15412,31,-970,-538
456,-2408,15352,-82,-1307,-545
560,-2364,15084,41,-1436,-601
580,-2140,15484,446,-1661,-615
-116,-2288,16140,1110,-2349,-586
-724,-2356,18188,2222,-3829,-474
-1036,-2348,21516,3342,-6476,-320
-1096,-2160,25280,4001,-10414,100
-508,-2540,27252,4714,-13024,128
-216,-2456,30736,4984,-13733,91
244,-1632,32767,4398,-13434,-367
992,-1468,32767,3402,-12271,-1405
2392,-1984,32767,2472,-9551,-2936
5752,284,-107,-190
3752,-1572,15576,168,-239,-89
4024,-1632,15308,96,-36,11
4040,-1748,15024,165,479,144
3588,-1788,15176,282,802,118
3212,-1712,15628,374,496,77
3160,-1812,15848,371,-115,15
3412,-1584,15572,416,-577,-90
3628,-1824,15216,486,-433,-226
3680,-1740,15480,685,-145,-329
3624,-1456,15888,706,-369,-258
3716,-1484,16040,623,-818,-171
3984,-1456,15892,516,-874,-94
4176,-1360,15648,415,-565,5
4152,-1516,15752,354,-173,27
4056,-1412,15792,253,-13,176
3892,-1520,16036,166,-167,296
3752,-1584,15716,21,-291,373
3704,-1676,15504,-79,-176,347
3608,-1808,15012,-40,371,216
3388,-1740,15360,54,721,72
3264,-1700,15388,82,608,1
3308,-1944,15580,124,247,-42
3456,-1764,15536,126,42,-96
3536,-1748,15484,86,2,-165
3704,-1752,15252,46,127,-221
3580,-1688,15224,79,400,-250
3492,-1688,15216,226,560,-289
3360,-1792,15448,325,331,-342
3504,-1564,15492,380,-73,-312
3744,-1456,15236,452,-212,-333
3932,-1432,15440,527,-149,-278
4024,-1520,15640,628,-186,-196
4092,-1500,15496,668,-314,-28
3936,-1480,15604,647,-528,143
3844,-1584,15500,578,-617,261
3784,-1636,15220,573,-401,267
3480,-1580,15472,636,-188,109
3284,-1504,15652,627,-197,-105
3488,-1592,15900,565,-373,-204
3736,-1564,15924,448,-475,-266
4004,-1396,15672,272,-450,-257
4092,-1332,15732,88,-142,-170
4376,-1260,15676,-42,236,-39
4060,-1488,15748,-169,429,16
3952,-1568,15536,-160,462,63
3760,-1536,15388,-63,464,27
3644,-1640,15280,34,425,-29
3516,-1672,15236,202,296,-105
3668,-1464,15284,390,44,-143
3792,-1560,15432,452,-149,-147
3964,-1508,15520,485,-258,-70
4100,-1368,15800,440,-316,-11
4220,-1332,15704,379,-230,57
4292,-1504,15752,343,114,113
4128,-1384,15816,304,421,207
3904,-1484,16244,153,384,272
3692,-1432,15936,-5,167,288
3660,-1328,15824,-119,56,166
3600,-1664,15544,-151,208,46
3644,-1620,15404,-86,317,-35
3772,-1576,15540,-71,215,-22
3792,-1552,15652,-96,0,97
3684,-1500,15584,-70,-107,136
3764,-1728,15092,-91,120,134
3736,-1532,15100,87,546,-34
3576,-1400,15436,233,429,-67
3776,-1480,15680,253,83,59
3848,-1556,15636,266,-185,172
3808,-1544,15448,229,-290,210
3696,-1512,15684,266,-131,157
3776,-1564,15508,261,186,33
3804,-1408,15672,235,426,-66
3800,-1384,15920,147,461,-46
3924,-1528,15808,-14,251,54
3956,-1420,15640,-132,199,190
3752,-1640,15344,-151,373,201
3524,-1372,15244,-139,496,103
3436,-1560,15360,24,535,-43
3352,-1540,15520,199,306,-154
3508,-1648,15560,274,-146,-174
3584,-1580,15708,321,-582,-117
3884,-1336,15764,283,-751,-60
3892,-1296,15652,230,-654,18
4132,-1628,15600,128,-245,16
4020,-1592,15560,91,321,-4
3820,-1380,15500,52,555,-49
3792,-1416,15588,-36,487,1
3748,-1456,15608,-75,333,56
3644,-1512,15260,-41,203,28
3632,-1480,15324,100,120,-17
3796,-1468,15256,247,40,-58
3960,-1608,15072,328,195,-65
4144,-1444,15336,391,528,-52
3984,-1372,15780,387,566,46
3900,-1408,15956,257,264,168
3684,-1456,15968,90,78,246
3796,-1436,15936,23,81,304
3748,-1484,15672,-58,194,337
3704,-1692,15360,-146,417,267
3464,-1604,15260,-58,782,133
3240,-1556,15524,66,754,4
3272,-1544,15608,95,357,-78
3392,-1668,15516,139,-50,-125
3580,-1624,15596,249,-271,-155
3784,-1668,15424,274,-437,-160
